,HashWord,Frequency,State
2764,fingertips,5,Telangana
2765,previous,5,Telangana
2766,httpstcou6zf8ty0ot,5,Telangana
2767,bthats,5,Telangana
2768,seeking,5,Telangana
2769,locked,5,Telangana
2770,temple,5,Telangana
2771,wake,5,Telangana
2772,bone,5,Telangana
2773,minute,5,Telangana
2774,samples,5,Telangana
2775,#tarak,5,Telangana
2776,reaction,5,Telangana
2777,@ashiindiatoday,5,Telangana
2778,swimming,5,Telangana
2779,constitutional,5,Telangana
2780,parts,5,Telangana
2781,h,5,Telangana
2782,#nextenti,5,Telangana
2783,necessary,5,Telangana
2784,fails,5,Telangana
2785,posts,5,Telangana
2786,@thandhra,5,Telangana
2787,bshri,5,Telangana
2788,#bewithbabu,5,Telangana
2789,program,5,Telangana
2790,#munugode,5,Telangana
2791,jagan,5,Telangana
2792,truly,5,Telangana
2793,#telanganaelectionwithhmtv,5,Telangana
2794,perspective,5,Telangana
2795,#bharatanenenu,5,Telangana
2796,opportunistic,5,Telangana
2797,introduced,5,Telangana
2798,fear,5,Telangana
2799,#exit,4,Telangana
2800,bazar,4,Telangana
2801,#votemissing,4,Telangana
2802,profit,4,Telangana
2803,performed,4,Telangana
2804,kindly,4,Telangana
2805,24x7,4,Telangana
2806,@aamaadmiparty,4,Telangana
2807,bvote,4,Telangana
2808,mobiles,4,Telangana
2809,nows,4,Telangana
2810,tv9httpstcohypimkheho,4,Telangana
2811,gatherings,4,Telangana
2812,population,4,Telangana
2813,robert,4,Telangana
2814,#goodbyebjp,4,Telangana
2815,b#exitpoll,4,Telangana
2816,explain,4,Telangana
2817,invited,4,Telangana
2818,bykcr,4,Telangana
2819,2030tdp,4,Telangana
2820,birthday,4,Telangana
2821,debt,4,Telangana
2822,23mim,4,Telangana
2823,#nandamuribalakrishna,4,Telangana
2824,#trsmanifesto2018,4,Telangana
2825,#megastar,4,Telangana
2826,raga,4,Telangana
2827,sides,4,Telangana
2828,gain,4,Telangana
2829,widely,4,Telangana
2830,mangali,4,Telangana
2831,violation,4,Telangana
2832,celebrating,4,Telangana
2833,quit,4,Telangana
2834,#ls2019,4,Telangana
2835,reaching,4,Telangana
2836,renamed,4,Telangana
2837,communal,4,Telangana
2838,#vadra,4,Telangana
2839,@isuniljoshi,4,Telangana
2840,teamjas,4,Telangana
2841,contracts,4,Telangana
2842,dint,4,Telangana
2843,100polling,4,Telangana
2844,@yrdeshmukh,4,Telangana
2845,assessment,4,Telangana
2846,raising,4,Telangana
2847,groups,4,Telangana
2848,sureka,4,Telangana
2849,began,4,Telangana
2850,#tdp4telangana,4,Telangana
2851,abp,4,Telangana
2852,opinions,4,Telangana
2853,opponent,4,Telangana
2854,bull,4,Telangana
2855,bget,4,Telangana
2856,@telanganapolice,4,Telangana
2857,bothered,4,Telangana
2858,bhadrachalam,4,Telangana
2859,reduce,4,Telangana
2860,7320highest,4,Telangana
2861,#indian,4,Telangana
2862,wishing,4,Telangana
2863,l,4,Telangana
2864,telling,4,Telangana
2865,totally,4,Telangana
2866,celebrations,4,Telangana
2867,emerge,4,Telangana
2868,lower,4,Telangana
2869,hue,4,Telangana
2870,mindset,4,Telangana
2871,ill,4,Telangana
2872,retaining,4,Telangana
2873,controversy,4,Telangana
2874,laxmidevarawada,4,Telangana
2875,fresh,4,Telangana
2876,strategies,4,Telangana
2877,watched,4,Telangana
2878,#hitec,4,Telangana
2879,stats,4,Telangana
2880,29,4,Telangana
2881,travelled,4,Telangana
2882,httpstcovmxgljmhgk,4,Telangana
2883,10111213,4,Telangana
2884,century,4,Telangana
2885,stable,4,Telangana
2886,89,4,Telangana
2887,#yellowgang,4,Telangana
2888,jukkal,4,Telangana
2889,arrived,4,Telangana
2890,b@pawankalyan,4,Telangana
2891,hq,4,Telangana
2892,@arvindkumarias,4,Telangana
2893,timesnow,4,Telangana
2894,govt#telanganaelections,4,Telangana
2895,boudha,4,Telangana
2896,carefully,4,Telangana
2897,rumours,4,Telangana
2898,capture,4,Telangana
2899,b#askktr,4,Telangana
2900,9095lowest,4,Telangana
2901,ajay,4,Telangana
2902,jumping,4,Telangana
2903,@softscripts,4,Telangana
2904,railway,4,Telangana
2905,#letsvote,4,Telangana
2906,#uppal,4,Telangana
2907,chhatisgarh,4,Telangana
2908,misuse,4,Telangana
2909,@cnbctv18live,4,Telangana
2910,#telanganaelections2018#voteforcar,4,Telangana
2911,elections#peoplesfront,4,Telangana
2912,shocked,4,Telangana
2913,vadra,4,Telangana
2914,@harishraotrs,4,Telangana
2915,4833,4,Telangana
2916,vociferous,4,Telangana
2917,disappeared,4,Telangana
2918,girl,4,Telangana
2919,macho,4,Telangana
2920,festival,4,Telangana
2921,#ktr#trs,4,Telangana
2922,stops,4,Telangana
2923,@heromanoj1,4,Telangana
2924,residence,4,Telangana
2925,co,4,Telangana
2926,bagged,4,Telangana
2927,master,4,Telangana
2928,markets,4,Telangana
2929,ee,4,Telangana
2930,lrg,4,Telangana
2931,din,4,Telangana
2932,#rajasthanassemblyelections2018,4,Telangana
2933,delete,4,Telangana
2934,#film,4,Telangana
2935,pocharam,4,Telangana
2936,expectations,4,Telangana
2937,@atheistkrishna,4,Telangana
2938,#yogi,4,Telangana
2939,protection,4,Telangana
2940,moon,4,Telangana
2941,committee,4,Telangana
2942,@bonthurammohan,4,Telangana
2943,bsuch,4,Telangana
2944,#indiavotes,4,Telangana
2945,presiding,4,Telangana
2946,#rgv,4,Telangana
2947,ass,4,Telangana
2948,pressure,4,Telangana
2949,wondering,4,Telangana
2950,dy,4,Telangana
2951,thrown,4,Telangana
2952,segment,4,Telangana
2953,chintamadaka,4,Telangana
2954,4809,4,Telangana
2955,@deccanchronicle,4,Telangana
2956,#pollprediction,4,Telangana
2957,relatives,4,Telangana
2958,cool,4,Telangana
2959,nagarjuna,4,Telangana
2960,struggling,4,Telangana
2961,facebook,4,Telangana
2962,improve,4,Telangana
2963,#aadhaar,4,Telangana
2964,#businessman,4,Telangana
2965,bachaya,4,Telangana
2966,google,4,Telangana
2967,#justin,4,Telangana
2968,@dkshivakumar,4,Telangana
2969,youtube,4,Telangana
2970,telecasted,4,Telangana
2971,loksabha,4,Telangana
2972,bought,4,Telangana
2973,investments,4,Telangana
2974,thekedar,4,Telangana
2975,spend,4,Telangana
2976,contact,4,Telangana
2977,bas,4,Telangana
2978,corner,4,Telangana
2979,faces,4,Telangana
2980,@kcrunofficial,4,Telangana
2981,vibrant,4,Telangana
2982,59,4,Telangana
2983,blood,4,Telangana
2984,village#chmallareddy,4,Telangana
2985,#telengana,4,Telangana
2986,joshi,4,Telangana
2987,@pauloommen,4,Telangana
2988,resurgent,4,Telangana
2989,thumping,4,Telangana
2990,upset,4,Telangana
2991,106,4,Telangana
2992,#appeasementpart,4,Telangana
2993,index,4,Telangana
2994,zaheerabad,4,Telangana
2995,nt,4,Telangana
2996,fool,4,Telangana
2997,changer,4,Telangana
2998,however,4,Telangana
2999,safer,4,Telangana
3000,4pm,4,Telangana
3001,199,4,Telangana
3002,attend,4,Telangana
3003,united,4,Telangana
3004,thread,4,Telangana
3005,limits,4,Telangana
3006,rush,4,Telangana
3007,rajendranagar,4,Telangana
3008,#trsserilingampally,4,Telangana
3009,7991,4,Telangana
3010,jawahar,4,Telangana
3011,rigging,4,Telangana
3012,emotional,4,Telangana
3013,calling,4,Telangana
3014,#muslims,4,Telangana
3015,falling,4,Telangana
3016,hain,4,Telangana
3017,knew,4,Telangana
3018,regret,4,Telangana
3019,bloom#vote4bjp,4,Telangana
3020,httpstcodzqnt0ru15,4,Telangana
3021,#congressfalsepromises,4,Telangana
3022,thankyou,4,Telangana
3023,righteous,4,Telangana
3024,@b4politics,4,Telangana
3025,rebuild,4,Telangana
3026,trsvote,4,Telangana
3027,application,4,Telangana
3028,conducting,4,Telangana
3029,@ashok9786,4,Telangana
3030,#telanganaelections#telanganaelections2018#lagadapatisurvey,4,Telangana
3031,reflect,4,Telangana
3032,reservations,4,Telangana
3033,lion,4,Telangana
3034,implemented,4,Telangana
3035,laughing,4,Telangana
3036,byte,4,Telangana
3037,kosam,4,Telangana
3038,#watch,4,Telangana
3039,#savedemocracy,4,Telangana
3040,morons,4,Telangana
3041,#spiritofhyderabad,4,Telangana
3042,owls,4,Telangana
3043,affected,4,Telangana
3044,tv9httpstcoo3l5mhc8wh,4,Telangana
3045,interests,4,Telangana
3046,tie,4,Telangana
3047,store,4,Telangana
3048,#maheshbabucasthisvote,4,Telangana
3049,slap,4,Telangana
3050,@jankibaat1,4,Telangana
3051,makthal,4,Telangana
3052,ward,4,Telangana
3053,lil,4,Telangana
3054,scholarship,4,Telangana
3055,credits,4,Telangana
3056,identified,4,Telangana
3057,#quthbhullapur,4,Telangana
3058,bane,4,Telangana
3059,vehicles,4,Telangana
3060,hospital,4,Telangana
3061,aasara,4,Telangana
3062,hyderabads,4,Telangana
3063,#assembly,4,Telangana
3064,#alampur,4,Telangana
3065,indication,4,Telangana
3066,immediately,4,Telangana
3067,generation,4,Telangana
3068,available,4,Telangana
3069,rangareddy,4,Telangana
3070,@youtube#kondamurali,4,Telangana
3071,shaadi,4,Telangana
3072,#madhyapradeshassemblyelection2018,4,Telangana
3073,cynical,4,Telangana
3074,@mumbaimirror,4,Telangana
3075,#revanthreddyarrest,4,Telangana
3076,tsunami,4,Telangana
3077,seatslive,4,Telangana
3078,trump,4,Telangana
3079,andole,4,Telangana
3080,obviously,4,Telangana
3081,247,4,Telangana
3082,@kcrkitts,4,Telangana
3083,shankar,4,Telangana
3084,#isrgrajan,4,Telangana
3085,nephew,4,Telangana
3086,#charminar,4,Telangana
3087,#100seats,4,Telangana
3088,14,4,Telangana
3089,maoist,4,Telangana
3090,dictatorship,4,Telangana
3091,downfall,4,Telangana
3092,afford,4,Telangana
3093,sister,4,Telangana
3094,flying,4,Telangana
3095,#revanth,4,Telangana
3096,hey,4,Telangana
3097,representation,4,Telangana
3098,@iamniharikak,4,Telangana
3099,discussing,4,Telangana
3100,420,4,Telangana
3101,@sakshinews,4,Telangana
3102,#firstvote,4,Telangana
3103,choosing,4,Telangana
3104,sleeping,4,Telangana
3105,denied,4,Telangana
3106,player,4,Telangana
3107,allegations,4,Telangana
3108,content,4,Telangana
3109,f,4,Telangana
3110,#bjp4india,4,Telangana
3111,17th,4,Telangana
3112,pinked,4,Telangana
3113,mubarak,4,Telangana
3114,bars,4,Telangana
3115,sk,4,Telangana
3116,controlling,4,Telangana
3117,hurry,4,Telangana
3118,yday,4,Telangana
3119,#supportprajakutami,4,Telangana
3120,restricted,4,Telangana
3121,west,4,Telangana
3122,remains,4,Telangana
3123,respond,4,Telangana
3124,@inctelanganaled,4,Telangana
3125,discuss,4,Telangana
3126,votewatch,4,Telangana
3127,91mim,4,Telangana
3128,faida,4,Telangana
3129,#prediction,4,Telangana
3130,children,4,Telangana
3131,#wineshopswelcomekcr,4,Telangana
3132,55,4,Telangana
3133,indirect,4,Telangana
3134,improper,4,Telangana
3135,ivi,4,Telangana
3136,5th,4,Telangana
3137,gaining,4,Telangana
3138,curse,4,Telangana
3139,contribution,4,Telangana
3140,theyll,4,Telangana
3141,#gaddar,4,Telangana
3142,intellectual,4,Telangana
3143,belief,4,Telangana
3144,software,4,Telangana
3145,gang,4,Telangana
3146,bluff,4,Telangana
3147,cake,4,Telangana
3148,b#electionswithndtv,4,Telangana
3149,7bjp,4,Telangana
3150,#samantha,4,Telangana
3151,pretty,4,Telangana
3152,drawn,4,Telangana
3153,explains,4,Telangana
3154,reminds,4,Telangana
3155,simply,4,Telangana
3156,button,4,Telangana
3157,#chiru,4,Telangana
3158,rallies,4,Telangana
3159,translator,4,Telangana
3160,152,4,Telangana
3161,masses,4,Telangana
3162,streets,4,Telangana
3163,#kodad,4,Telangana
3164,travelling,4,Telangana
3165,criminal,4,Telangana
3166,5state,4,Telangana
3167,fray,4,Telangana
3168,66cong,4,Telangana
3169,bexit,4,Telangana
3170,bumper,4,Telangana
3171,electricity,4,Telangana
3172,#pappu,4,Telangana
3173,clinical,4,Telangana
3174,@httweets,4,Telangana
3175,@revanthreddyts,4,Telangana
3176,#voteforbjp,4,Telangana
3177,hell,4,Telangana
3178,g,4,Telangana
3179,captain,4,Telangana
3180,jagtial,4,Telangana
3181,raise,4,Telangana
3182,51,4,Telangana
3183,singer,4,Telangana
3184,@igwomensafety,4,Telangana
3185,madhavaram,4,Telangana
3186,#cm,4,Telangana
3187,speed,4,Telangana
3188,#abn,4,Telangana
3189,cases,4,Telangana
3190,manipulate,4,Telangana
3191,gtgtgt,4,Telangana
3192,0900,4,Telangana
3193,duplicate,4,Telangana
3194,35bjp,4,Telangana
3195,rate,4,Telangana
3196,boon,4,Telangana
3197,#exitpollswithet,4,Telangana
3198,exact,4,Telangana
3199,3rd,4,Telangana
3200,specially,4,Telangana
3201,@khushsundar,4,Telangana
3202,@nameisnani,4,Telangana
3203,seemandhra,4,Telangana
3204,approved,4,Telangana
3205,consistently,4,Telangana
3206,la,4,Telangana
3207,brings,4,Telangana
3208,indicating,4,Telangana
3209,exactly,4,Telangana
3210,punished,4,Telangana
3211,mixed,4,Telangana
3212,lord,4,Telangana
3213,newly,4,Telangana
3214,funds,4,Telangana
3215,fully,4,Telangana
3216,goal,4,Telangana
3217,combined,4,Telangana
3218,#ndtvnewsbeeps,4,Telangana
3219,#openheartwithrk,4,Telangana
3220,68,4,Telangana
3221,@aimimofficial1,4,Telangana
3222,@divyaspandana,4,Telangana
3223,siricilla,4,Telangana
3224,32,4,Telangana
3225,#siricilla,4,Telangana
3226,pollution,4,Telangana
3227,ghar,4,Telangana
3228,influential,4,Telangana
3229,maa,4,Telangana
3230,considering,4,Telangana
3231,invite,4,Telangana
3232,knowing,4,Telangana
3233,0congress,4,Telangana
3234,#ysr,4,Telangana
3235,bthis,4,Telangana
3236,#kchandrashekarrao,4,Telangana
3237,divide,4,Telangana
3238,@theskindoctor13,4,Telangana
3239,castes,4,Telangana
3240,prof,4,Telangana
3241,developments,4,Telangana
3242,cheering,4,Telangana
3243,#avengersendgame,4,Telangana
3244,uppal,4,Telangana
3245,trs@ktrtrs,4,Telangana
3246,#letmevote,4,Telangana
3247,#aajtak,4,Telangana
3248,61,4,Telangana
3249,log,4,Telangana
3250,acres,4,Telangana
3251,answered,4,Telangana
3252,damage,4,Telangana
3253,pg,4,Telangana
3254,careful,4,Telangana
3255,entry,4,Telangana
3256,#teegalakrishnareddy,4,Telangana
3257,#harish,4,Telangana
3258,gaddar,4,Telangana
3259,represent,4,Telangana
3260,forms,4,Telangana
3261,southern,4,Telangana
3262,handle,4,Telangana
3263,arresting,4,Telangana
3264,#mpelections2018,4,Telangana
3265,tickets,4,Telangana
3266,factors,4,Telangana
3267,dissolved,4,Telangana
3268,@raokavitha#voteforcar,4,Telangana
3269,continuous,4,Telangana
3270,attempts,4,Telangana
3271,terrorism,4,Telangana
3272,hone,4,Telangana
3273,deep,4,Telangana
3274,@bjp4mp,4,Telangana
3275,anta,4,Telangana
3276,nizam,4,Telangana
3277,planet,4,Telangana
3278,encouraging,4,Telangana
3279,yellareddy,4,Telangana
3280,fighting,4,Telangana
3281,shoot,4,Telangana
3282,@cphydcity,4,Telangana
3283,b2019,4,Telangana
3284,file,4,Telangana
3285,split,4,Telangana
3286,bteam,4,Telangana
3287,calls,4,Telangana
3288,#tv9news,4,Telangana
3289,initiative,4,Telangana
3290,narrative,4,Telangana
3291,#telanganaelections#govotebjp,4,Telangana
3292,extra,4,Telangana
3293,bin,4,Telangana
3294,laptop,4,Telangana
3295,remove,4,Telangana
3296,1500,4,Telangana
3297,published,4,Telangana
3298,serlingampally,4,Telangana
3299,crossed,4,Telangana
3300,active,4,Telangana
3301,#facebook,4,Telangana
3302,parliament,4,Telangana
3303,pharmacist,4,Telangana
3304,#nithiin,4,Telangana
3305,#livestreaming,4,Telangana
3306,smile,4,Telangana
3307,aid,4,Telangana
3308,#telanganawithkcr@ktrtrs,4,Telangana
3309,page,4,Telangana
3310,audience,4,Telangana
3311,levels,4,Telangana
3312,#amim,4,Telangana
3313,silly,4,Telangana
3314,bjust,4,Telangana
3315,pe,4,Telangana
3316,favorite,4,Telangana
3317,mahaboobnagar,4,Telangana
3318,opportunities,4,Telangana
3319,info,4,Telangana
3320,bankruptcy,4,Telangana
3321,earth,4,Telangana
3322,#bhupalreddy,4,Telangana
3323,acts,4,Telangana
3324,#aicc,4,Telangana
3325,#state,4,Telangana
3326,telanganatrs,4,Telangana
3327,imp,4,Telangana
3328,now#telanganaelections2018,4,Telangana
3329,spoke,4,Telangana
3330,19,4,Telangana
3331,infused,4,Telangana
3332,disgraceful,4,Telangana
3333,#mpelection2018,4,Telangana
3334,@chouhanshivraj,4,Telangana
3335,bfinally,4,Telangana
3336,kodandaram,4,Telangana
3337,insulted,4,Telangana
3338,#cbnarmynandyal,4,Telangana
3339,wil,4,Telangana
3340,agriculture,4,Telangana
3341,200subbayya,4,Telangana
3342,#telangana#chandrababunaidu,4,Telangana
3343,hrs,4,Telangana
3344,myth,4,Telangana
3345,#kamareddy,4,Telangana
3346,25others,4,Telangana
3347,dp,4,Telangana
3348,crowds,4,Telangana
3349,capability,4,Telangana
3350,humanity,4,Telangana
3351,@ttdpparty,4,Telangana
3352,korutla,4,Telangana
3353,@axismyindia,4,Telangana
3354,85mkt,4,Telangana
3355,singapore,4,Telangana
3356,send,4,Telangana
3357,screwed,4,Telangana
3358,spelling,4,Telangana
3359,individual,4,Telangana
3360,actress,4,Telangana
3361,26,4,Telangana
3362,surveywatch,4,Telangana
3363,kothagudam,4,Telangana
3364,types,4,Telangana
3365,2230mim,4,Telangana
3366,inshaallah,4,Telangana
3367,comedians,4,Telangana
3368,rythu,4,Telangana
3369,courses,4,Telangana
3370,activities,4,Telangana
3371,bedroom,4,Telangana
3372,activists,4,Telangana
3373,worries,4,Telangana
3374,walks,4,Telangana
3375,#kedarnath,4,Telangana
3376,scolding,4,Telangana
3377,#dammapeta,4,Telangana
3378,01,4,Telangana
3379,agents,4,Telangana
3380,@mbigala,4,Telangana
3381,httpstcoebeqkvam8p,4,Telangana
3382,prestige,4,Telangana
3383,gained,4,Telangana
3384,pwds,4,Telangana
3385,repeats,4,Telangana
3386,em,4,Telangana
3387,engaging,4,Telangana
3388,elections#telanganaelections2018,4,Telangana
3389,#thisbagsavestheearth,4,Telangana
3390,07,4,Telangana
3391,#ktramarao,4,Telangana
3392,remind,4,Telangana
3393,million,4,Telangana
3394,@sushmitadevmp,4,Telangana
3395,today#telanganaelections,4,Telangana
3396,#mkt,4,Telangana
3397,cancelled,4,Telangana
3398,looters,4,Telangana
3399,resort,4,Telangana
3400,ongoing,4,Telangana
3401,surplus,4,Telangana
3402,@rammadhavbjp,4,Telangana
3403,biased,4,Telangana
3404,methods,4,Telangana
3405,member,4,Telangana
3406,plate,4,Telangana
3407,farmer,4,Telangana
3408,facts,4,Telangana
3409,adityanath,4,Telangana
3410,stick,4,Telangana
3411,afraid,4,Telangana
3412,relax,4,Telangana
3413,@adrspeaks,4,Telangana
3414,showdown,4,Telangana
3415,build,4,Telangana
3416,#trsloosing,4,Telangana
3417,#mizoramassemblyelections2018,4,Telangana
3418,issued,4,Telangana
3419,grave,3,Telangana
3420,bugle,3,Telangana
3421,#godofwar,3,Telangana
3422,1#chattisgarhelections,3,Telangana
3423,controlled,3,Telangana
3424,httpstcoa4tonpoen4,3,Telangana
3425,b@bjp4india,3,Telangana
3426,postmortem,3,Telangana
3427,playlist,3,Telangana
3428,@mirzarahmath,3,Telangana
3429,tak,3,Telangana
3430,#votingmatters,3,Telangana
3431,@cvoterindia,3,Telangana
3432,blow,3,Telangana
3433,dig,3,Telangana
3434,irrespective,3,Telangana
3435,veyandi,3,Telangana
3436,constituency#jaitelangana#telanganaelections2018,3,Telangana
3437,foolish,3,Telangana
3438,upstart,3,Telangana
3439,#voteforcar#telanganawithkcr#phirekbaarkcr,3,Telangana
3440,#jeevan,3,Telangana
3441,#worldbestboards,3,Telangana
3442,#legislative,3,Telangana
3443,bvoted,3,Telangana
3444,happiness,3,Telangana
3445,ippudu,3,Telangana
3446,kachiguda,3,Telangana
3447,confused,3,Telangana
3448,feedback,3,Telangana
3449,ycp,3,Telangana
3450,potential,3,Telangana
3451,cbi,3,Telangana
3452,swach,3,Telangana
3453,memorable,3,Telangana
3454,praised,3,Telangana
3455,ba,3,Telangana
3456,nonviolent,3,Telangana
3457,kothagudem,3,Telangana
3458,rajatkumar,3,Telangana
3459,#chhattisgarhassemblyelections2018,3,Telangana
3460,solid,3,Telangana
3461,inc137bjp80other13#telanganaelectionsinc75trs31mim6bjp7#rajasthanelections,3,Telangana
3462,selfless,3,Telangana
3463,bsir,3,Telangana
3464,2500,3,Telangana
3465,mahender,3,Telangana
3466,bjpcongoth,3,Telangana
