HashWord,Frequency,State
#pullarao,2,Telangana
"b""actor",2,Telangana
mp.#rajasthan,2,Telangana
laughshttps://t.co/nrifb8t9nd#telanganaelections,2,Telangana
gujarat.,2,Telangana
intivaraku,2,Telangana
@ndiwakarrao,2,Telangana
b/w,2,Telangana
participated.#voteforcar,2,Telangana
#chiranjeevi#telanganaelections2018,2,Telangana
condemn,2,Telangana
#reservation,2,Telangana
@adiravia,2,Telangana
variety,2,Telangana
voltage,2,Telangana
@dhruv_rathee,2,Telangana
vote.your,2,Telangana
gate,2,Telangana
ramagundam,2,Telangana
"@djspike420,",2,Telangana
octopus),2,Telangana
-&gt;&gt;&gt;,2,Telangana
"andamans)""",2,Telangana
2019',2,Telangana
#vvr,2,Telangana
"for,",2,Telangana
mahal,2,Telangana
1(ap,2,Telangana
technology,2,Telangana
#elections',2,Telangana
"claim,",2,Telangana
am#telanganaelections,2,Telangana
"b""#rahulgandhi",2,Telangana
15,2,Telangana
"happening"".",2,Telangana
"b""@ndtv",2,Telangana
panic,2,Telangana
universal,2,Telangana
#subrahmanyapuram,2,Telangana
travis,2,Telangana
politics:,2,Telangana
#ftn,2,Telangana
@maheshbabu_fc',2,Telangana
locality,2,Telangana
time-,2,Telangana
cong.,2,Telangana
clear.,2,Telangana
@pnavdeep26,2,Telangana
"b""sir",2,Telangana
commission:,2,Telangana
policies..@ktrtrs,2,Telangana
government?,2,Telangana
footprint,2,Telangana
sector.,2,Telangana
yellandu,2,Telangana
@bjpmp#chhattisgarh-#bjp,2,Telangana
gsdp,2,Telangana
#telangana#cbnints,2,Telangana
@being_jatak,2,Telangana
shld,2,Telangana
chopper,2,Telangana
polltrs,2,Telangana
in#telanganaelections,2,Telangana
"""what",2,Telangana
@kartikdayanand,2,Telangana
71,2,Telangana
0%,2,Telangana
mammoth,2,Telangana
hyderabad#telanganaelections2018,2,Telangana
"telegana,in",2,Telangana
2004,2,Telangana
modiji,2,Telangana
@urstrulysou,2,Telangana
"@nsaina,",2,Telangana
straight,2,Telangana
https://t.co/ddctia2pr1',2,Telangana
......,2,Telangana
dictatorial,2,Telangana
https://t.co/azarxiow1n,2,Telangana
https://t.co/um8ztrwkirplease,2,Telangana
shut,2,Telangana
#varuntej,2,Telangana
cheat,2,Telangana
"5-7,",2,Telangana
https://t.co/7bczmejnfn',2,Telangana
"b""@abs_choudhary",2,Telangana
https://t.co/trj0d8vree',2,Telangana
#bharat,2,Telangana
positions,2,Telangana
hindi,2,Telangana
samples.,2,Telangana
#bhupalpally,2,Telangana
hop,2,Telangana
goa.,2,Telangana
#latestsurvey,2,Telangana
#nizam,2,Telangana
https://t.co/qafrsvgtpc',2,Telangana
prone,2,Telangana
#kcr#prajakutami,2,Telangana
"#jrntr,",2,Telangana
fingerprint,2,Telangana
understand.,2,Telangana
"fight,",2,Telangana
pple,2,Telangana
all2,2,Telangana
@mdhmwssb,2,Telangana
#electionwithtimes',2,Telangana
#youngtigerntr,2,Telangana
#charitrakaavasaram,2,Telangana
#khallaskutami',2,Telangana
rulers,2,Telangana
"https://t.co/gaejejkxuq""",2,Telangana
9',2,Telangana
80-85,2,Telangana
"hours,",2,Telangana
tributes,2,Telangana
eat,2,Telangana
37%,2,Telangana
"@ktrtrs,",2,Telangana
tv9https://t.co/pbehtl2qdp',2,Telangana
here...,2,Telangana
enjoyed,2,Telangana
commissions,2,Telangana
interface.',2,Telangana
#phieekbaarkcr,2,Telangana
rename,2,Telangana
#madhyapradeshelections',2,Telangana
44,2,Telangana
sir#askktr,2,Telangana
#bjps,2,Telangana
fixed,2,Telangana
office.#telanganawithkcr,2,Telangana
"17th,",2,Telangana
6,2,Telangana
lying,2,Telangana
#trollsangh,2,Telangana
ringing,2,Telangana
https://t.co/hg22ojkamq,2,Telangana
you?#telanganaelections2018,2,Telangana
misused,2,Telangana
#telanganaelections2018#telangana,2,Telangana
9,2,Telangana
yeh,2,Telangana
@ssrajamouli#telanganaelections2018,2,Telangana
#indvsaus,2,Telangana
"b""checked",2,Telangana
postal,2,Telangana
volunteer,2,Telangana
https://t.co/eb4izhyx74,2,Telangana
gayeevm's,2,Telangana
#telanganawithcongress,2,Telangana
today.congratulations,2,Telangana
cricketer,2,Telangana
"b""thanks",2,Telangana
india.for,2,Telangana
@rao_keshava,2,Telangana
patiently,2,Telangana
deliver,2,Telangana
azad,2,Telangana
#yourvotematters,2,Telangana
foam,2,Telangana
"world,",2,Telangana
reaches,2,Telangana
polls?https://t.co/odglrb6zmt#telanganaelection2018,2,Telangana
||#kcr,2,Telangana
janki,2,Telangana
days?we,2,Telangana
https://t.co/gjumszoqxy',2,Telangana
@jpnadda,2,Telangana
male,2,Telangana
stunning,2,Telangana
#balakrishna.#telanganaelection2018,2,Telangana
excitement,2,Telangana
pertains,2,Telangana
owner,2,Telangana
confined,2,Telangana
shaadi,2,Telangana
chose,2,Telangana
"problem,",2,Telangana
"jolt,",2,Telangana
@jeffreytketh,2,Telangana
(from,2,Telangana
https://t.co/t88gb1gq9w',2,Telangana
https://t.co/mjgkcz6oxl,2,Telangana
beforeexit,2,Telangana
ages,2,Telangana
state..#rahulgandhi,2,Telangana
movement,2,Telangana
seats#telanganaelections2018,2,Telangana
venues,2,Telangana
"11,",2,Telangana
"durbar""@medium",2,Telangana
website.,2,Telangana
"team,",2,Telangana
11.3,2,Telangana
https://t.co/8nsnnkx0ux',2,Telangana
@telanganafacts,2,Telangana
@balaexpresstnie,2,Telangana
building!,2,Telangana
"you.""true.",2,Telangana
11#telanganawithkcr,2,Telangana
alsoplzzz,2,Telangana
"did,",2,Telangana
?#exitpoll',2,Telangana
#sayanna,2,Telangana
devender,2,Telangana
ss,2,Telangana
owners,2,Telangana
#ktrlive,2,Telangana
saudi_arabia,2,Telangana
controversial,2,Telangana
10am,2,Telangana
ditch,2,Telangana
machinery,2,Telangana
hamlet,2,Telangana
logic,2,Telangana
bcs,2,Telangana
dubious,2,Telangana
modi.,2,Telangana
supporters.,2,Telangana
#balayyaroadshow,2,Telangana
1.3,2,Telangana
safety-think,2,Telangana
21goa.,2,Telangana
replies2,2,Telangana
vocal,2,Telangana
raffale,2,Telangana
https://t.co/ypkmbjifsx',2,Telangana
said-,2,Telangana
@pvsindhu1,2,Telangana
decide..,2,Telangana
cheer,2,Telangana
blowing,2,Telangana
https://t.co/6kcd10r8ji',2,Telangana
#mnfhttps://t.co/svmz3iuehh',2,Telangana
him..,2,Telangana
sym,2,Telangana
cycle,2,Telangana
#moosapeta#mothinagar#allapur',2,Telangana
liar.,2,Telangana
representative,2,Telangana
laptops,2,Telangana
sacrificed,2,Telangana
absence,2,Telangana
banswada,2,Telangana
#repairers,2,Telangana
tamasha,2,Telangana
nervousness:,2,Telangana
explanation.,2,Telangana
damaged,2,Telangana
underway;,2,Telangana
ploy,2,Telangana
powered,2,Telangana
emi,2,Telangana
8(news/media,2,Telangana
#congressfortelangana,2,Telangana
why?,2,Telangana
negligence,2,Telangana
deciding,2,Telangana
"b""honestly",2,Telangana
#victoryvenkatesh,2,Telangana
nailed,2,Telangana
#nirmalwithikr,2,Telangana
ordered,2,Telangana
hack,2,Telangana
"google,",2,Telangana
india.#govotebjp,2,Telangana
guvvala,2,Telangana
"booth,",2,Telangana
godavari,2,Telangana
lit,2,Telangana
whoever,2,Telangana
posters,2,Telangana
"i.e.,",2,Telangana
throughout,2,Telangana
lutyens,2,Telangana
dams,2,Telangana
#tselections2018#jrntr,2,Telangana
yadavs,2,Telangana
@ravishndtv,2,Telangana
#telanganaelections9.37%,2,Telangana
#spiritofhyderabad,2,Telangana
"if,",2,Telangana
"term,",2,Telangana
winners,2,Telangana
#shameontrs,2,Telangana
6%,2,Telangana
laugh,2,Telangana
swear,2,Telangana
https://t.co/xl1gawig7d',2,Telangana
7#mim,2,Telangana
"b""#vijaydeverakonda's",2,Telangana
#cashkutami',2,Telangana
pic.,2,Telangana
ass,2,Telangana
@toihyderabad#telanganaelections,2,Telangana
https://t.co/tzks2gkofc,2,Telangana
tuesday.,2,Telangana
https://t.co/cskltyqj03',2,Telangana
"moment,",2,Telangana
"b""every",2,Telangana
#lagadpatisurvey,2,Telangana
#srihari,2,Telangana
(figurative,2,Telangana
today-my,2,Telangana
additional,2,Telangana
https://t.co/wbuqrquasd',2,Telangana
.@alluarjun,2,Telangana
tappers,2,Telangana
#hindu,2,Telangana
stood,2,Telangana
joinings,2,Telangana
6-Apr,2,Telangana
reliable,2,Telangana
https://t.co/t55aj0ughg#rajasthanassemblyelections,2,Telangana
people.#kcr,2,Telangana
forecast,2,Telangana
.we,2,Telangana
17th,2,Telangana
@peenaz_nn,2,Telangana
cong+:,2,Telangana
@manojnarahari,2,Telangana
smt,2,Telangana
lagging,2,Telangana
#nnexitpoll:,2,Telangana
#election',2,Telangana
"...,",2,Telangana
musheerabad.,2,Telangana
https://t.co/lmriowonip#telanganaelections,2,Telangana
journos,2,Telangana
@uttampolk,2,Telangana
telengana,2,Telangana
picking,2,Telangana
#venkatesh,2,Telangana
#sonchiriyateaser,2,Telangana
chestae,2,Telangana
#yellareddy,2,Telangana
bond,2,Telangana
betrayed,2,Telangana
#everyvotecounts,2,Telangana
#arnab,2,Telangana
solutions,2,Telangana
https://t.co/f12qarwgdx,2,Telangana
"babu,",2,Telangana
"friday,",2,Telangana
sworn,2,Telangana
alampur,2,Telangana
future.#ranjitpatel#anjupatel,2,Telangana
blos,2,Telangana
"hyderabad""",2,Telangana
pressure,2,Telangana
#aswaraopeta,2,Telangana
left.,2,Telangana
#bulandshahrviolence,2,Telangana
"b""telugu",2,Telangana
1bjp,2,Telangana
https://t.co/6tsqrawsdq',2,Telangana
impressive,2,Telangana
.#telanganawithkcr,2,Telangana
#reliance,2,Telangana
bang,2,Telangana
pm#telanganawithkcr,2,Telangana
lolll!,2,Telangana
#telanganaelectionslive,2,Telangana
"week,",2,Telangana
begumpet,2,Telangana
spokespersons,2,Telangana
defending,2,Telangana
#telanganacmo,2,Telangana
december..#trsagain,2,Telangana
widhwa,2,Telangana
hometown,2,Telangana
(03.12.18)#cbnints,2,Telangana
police-,2,Telangana
https://t.co/cohse592xo',2,Telangana
bts,2,Telangana
flop,2,Telangana
exposes,2,Telangana
?vote,2,Telangana
application.,2,Telangana
#rrrlaunch,2,Telangana
@thenewsminute,2,Telangana
"b""never",2,Telangana
loving,2,Telangana
#tjac,2,Telangana
factory,2,Telangana
"women,",2,Telangana
@sharada_nerella,2,Telangana
unte,2,Telangana
lazy,2,Telangana
8-Jun,2,Telangana
https://t.co/5l5qlp8npt#ktr,2,Telangana
@etvtelanganaa,2,Telangana
list#telanganaelections2018,2,Telangana
.....#telanganaelections2018,2,Telangana
"https://t.co/gy2tv6lhd1""",2,Telangana
10.15,2,Telangana
chander,2,Telangana
party',2,Telangana
accuses,2,Telangana
@trsparty,2,Telangana
https://t.co/1cecb5zgjl,2,Telangana
#knowyourcandidate,2,Telangana
unit,2,Telangana
circle,2,Telangana
tactics.,2,Telangana
understands,2,Telangana
#assemblyelection2018:,2,Telangana
https://t.co/tm9hnmkqjs,2,Telangana
#electioncommission',2,Telangana
ramalinga,2,Telangana
targeting,2,Telangana
"b""lagadapati's",2,Telangana
important.,2,Telangana
https://t.co/i5bggfdkge',2,Telangana
traditionally,2,Telangana
taste,2,Telangana
"seats""",2,Telangana
%#telanganaelections,2,Telangana
https://t.co/gejcadlnax',2,Telangana
indictment,2,Telangana
forum,2,Telangana
crisis,2,Telangana
marked,2,Telangana
favour.https://t.co/lbdrp0mbl4',2,Telangana
"say,",2,Telangana
#franklyspeakingwithktr,2,Telangana
"survery,",2,Telangana
#jaihind,2,Telangana
kooda,2,Telangana
@scroll_in,2,Telangana
#eternalvigilance\'s,2,Telangana
#deals,2,Telangana
103,2,Telangana
#telanganaelectionsvia,2,Telangana
pertaining,2,Telangana
50+,2,Telangana
@timesnow',2,Telangana
#kcr#trs#ktr#balanagar#fatehnagar#kukatpally,2,Telangana
#telanganakosamsoniaamma,2,Telangana
:)#telanganaelections2018,2,Telangana
#abnlivehttps://t.co/iozfnof0tq',2,Telangana
this??,2,Telangana
@chiru_fc,2,Telangana
resigns,2,Telangana
speculations,2,Telangana
"rahul,",2,Telangana
hub.,2,Telangana
legal,2,Telangana
vishweshwar,2,Telangana
losing.,2,Telangana
@theweeklive',2,Telangana
@srivatsayb,2,Telangana
wer,2,Telangana
convert,2,Telangana
accepting,2,Telangana
it...,2,Telangana
2018-19,2,Telangana
"tampering,",2,Telangana
cheating,2,Telangana
undedi,2,Telangana
seats#gatiyabandhan,2,Telangana
respected,2,Telangana
"b""it",2,Telangana
6+,2,Telangana
outside.,2,Telangana
#congressparty,2,Telangana
@tjagruthi,2,Telangana
heartedly,2,Telangana
2.8,2,Telangana
please.,2,Telangana
okka,2,Telangana
"b""want",2,Telangana
"https://t.co/uzmshexyoi""",2,Telangana
related,2,Telangana
aara,2,Telangana
"holiday,",2,Telangana
sunke,2,Telangana
canvassing,2,Telangana
lesser,2,Telangana
#rupeevsdollar,2,Telangana
"us,",2,Telangana
illegal,2,Telangana
trains,2,Telangana
https://t.co/hfb16e9loi',2,Telangana
"1,777",2,Telangana
makevvaru,2,Telangana
understood,2,Telangana
nation.,2,Telangana
pair,2,Telangana
pride.now,2,Telangana
@inc_andhra,2,Telangana
roaring,2,Telangana
2bhk,2,Telangana
(center,2,Telangana
#ranadaggubati,2,Telangana
stroke,2,Telangana
https://t.co/r7xotvjyv5',2,Telangana
#electionnama,2,Telangana
shankarpalli,2,Telangana
@dattatreya,2,Telangana
empty,2,Telangana
#pawankalyanonrainguns,2,Telangana
#abnlivehttps://t.co/4xkyap4ypw,2,Telangana
@sandhyatimes4u',2,Telangana
hyderabadmore,2,Telangana
@siva77733946,2,Telangana
"b""@aashish81us",2,Telangana
rigged,2,Telangana
verifiable,1,Telangana
"b""@bjpbiplab",1,Telangana
#andhrapradeshcm,1,Telangana
11th.waiting,1,Telangana
40-48inc,1,Telangana
"b""@mayur3c2",1,Telangana
"https://t.co/0gfbfjjytj""",1,Telangana
blink,1,Telangana
"https://t.co/i8yja2aoi5""",1,Telangana
online.,1,Telangana
r.k.laxman's,1,Telangana
#unitedstatesofsouth,1,Telangana
https://t.co/mawi792ezr',1,Telangana
https://t.co/ij1kmhqtmm',1,Telangana
sleepless,1,Telangana
@sulagnadash6,1,Telangana
#talasani,1,Telangana
bjp-07,1,Telangana
economy#kcrkits,1,Telangana
#kcrgaru,1,Telangana
"#prashasannagar,",1,Telangana
#undemocraticalgovt.,1,Telangana
good.this,1,Telangana
"margin.wow,",1,Telangana
hailing,1,Telangana
khud,1,Telangana
haved,1,Telangana
https://t.co/642uie7inm',1,Telangana
https://t.co/h38e4xbyvf',1,Telangana
#government.',1,Telangana
past.,1,Telangana
7.#telanganaelections2018,1,Telangana
campaigning...',1,Telangana
https://t.co/oyy1dskiqy,1,Telangana
velama(trs),1,Telangana
@lalitnegi20,1,Telangana
knurled,1,Telangana
"b""@abntelugutv",1,Telangana
"https://t.co/5lnyny14pq""",1,Telangana
#tdpplottokilljagan#partnerpawankalyan@ktrtrs,1,Telangana
telangana...',1,Telangana
methuku,1,Telangana
shifts,1,Telangana
https://t.co/d0nwpwqcuc',1,Telangana
"https://t.co/mbeufqkldz""",1,Telangana
https://t.co/83afzxy8tf',1,Telangana
reprimanded,1,Telangana
cardsgiving,1,Telangana
"dh,",1,Telangana
https://t.co/gpu2nvdmrw',1,Telangana
https://t.co/wtx1vpshe,1,Telangana
https://t.co/p59l8ktt8z',1,Telangana
2018#elections,1,Telangana
naveen,1,Telangana
decide.,1,Telangana
188,1,Telangana
capital,1,Telangana
forfeit,1,Telangana
"ryots,",1,Telangana
#exitpoll#rajasthanelectionsmedia,1,Telangana
else.,1,Telangana
win.please,1,Telangana
#optionstrading,1,Telangana
"contestant,",1,Telangana
more7,1,Telangana
#fakeid's,1,Telangana
@tapeshkaul,1,Telangana
(greater,1,Telangana
@imac_too,1,Telangana
ypur,1,Telangana
#amwriting,1,Telangana
https://t.co/yfwavxd5wr',1,Telangana
11-Apr,1,Telangana
https://t.co/tlklrzsfrr',1,Telangana
#saynotoscamgress,1,Telangana
manages,1,Telangana
!so,1,Telangana
mall#prajakutami,1,Telangana
#telanganaelections#10yearsofxpressionz#xpressionzthreatresociety#ibshyderabad,1,Telangana
bandhan,1,Telangana
#telanganaelections2018@rgiahyd,1,Telangana
minumum,1,Telangana
anesina,1,Telangana
polling#telanganaelections,1,Telangana
#jakkanna,1,Telangana
tradition,1,Telangana
sirbecause,1,Telangana
https://t.co/royuhl4lhc',1,Telangana
chandrababunaidu,1,Telangana
https://t.co/qalscumugr,1,Telangana
parties.#telanganawithkcr,1,Telangana
#mangonewshttps://t.co/ahrzkplghy',1,Telangana
"officers,",1,Telangana
deal?,1,Telangana
#geminitv,1,Telangana
.....#nifty,1,Telangana
"confess""they",1,Telangana
"@siddhu_pkcult""",1,Telangana
#partner\'s,1,Telangana
relawan,1,Telangana
https://t.co/lvqbc2qefw',1,Telangana
lists.,1,Telangana
#prajakutamipublic,1,Telangana
nano,1,Telangana
https://t.co/y3lzahjxn1',1,Telangana
monetize,1,Telangana
https://t.co/166mmpbxdw',1,Telangana
shgs.,1,Telangana
#votefordevelopment#tselections2018,1,Telangana
2018.#cvoter,1,Telangana
(funny,1,Telangana
"b""@cbn_army",1,Telangana
"employees,",1,Telangana
her?,1,Telangana
"pakistan,",1,Telangana
https://t.co/s78qiaobnz,1,Telangana
https://t.co/g8h1nd3klf#telanganaelections,1,Telangana
muslims5,1,Telangana
https://t.co/rljfholmd2',1,Telangana
"differences,",1,Telangana
135,1,Telangana
https://t.co/ysngfr9tne',1,Telangana
#engineer,1,Telangana
stationcompleted,1,Telangana
https://t.co/xvxftm7kud,1,Telangana
bk,1,Telangana
asalyna,1,Telangana
eltion,1,Telangana
education.',1,Telangana
"b""use",1,Telangana
electioncampaignsdo,1,Telangana
"safety,security",1,Telangana
"https://t.co/u6zrvefa5i""",1,Telangana
#trswave,1,Telangana
https://t.co/qeny95fvs0',1,Telangana
"b""kootami",1,Telangana
yadaram,1,Telangana
@captdks,1,Telangana
"yarn,",1,Telangana
https://t.co/0zetnrxpti',1,Telangana
#indiadeals',1,Telangana
vote..#yourvotematters,1,Telangana
hyderabad.these,1,Telangana
commentator,1,Telangana
december#politics,1,Telangana
https://t.co/cb9vuncvcw',1,Telangana
https://t.co/x7i8bwzpip',1,Telangana
#hyderabadvotes#votechallenge,1,Telangana
https://t.co/svqmdumnrh',1,Telangana
modi?#exitpoll,1,Telangana
telangana#lagadapati',1,Telangana
"""place",1,Telangana
#chankya,1,Telangana
dating,1,Telangana
teesina,1,Telangana
properly,1,Telangana
"cleopatra,",1,Telangana
race#trs-,1,Telangana
#sukumar,1,Telangana
#seniorleaders,1,Telangana
#mudra369,1,Telangana
closely.follow,1,Telangana
anymore.wat,1,Telangana
family?https://t.co/ft3u4rycxv#ktr,1,Telangana
vote.follow,1,Telangana
first.',1,Telangana
bolta,1,Telangana
seemandhra),1,Telangana
https://t.co/5nx7obehme#kcr,1,Telangana
#telanganahttps://t.co/xvaztuiasp',1,Telangana
https://t.co/n8espdgbkf',1,Telangana
galat,1,Telangana
https://t.co/ayiwwpu3ru',1,Telangana
meeting..!video&gt;&gt;https://t.co/avvknvadix#kukatpally,1,Telangana
https://t.co/xmh2rerzxk',1,Telangana
reality?,1,Telangana
@_kushgaurav,1,Telangana
continuation,1,Telangana
appreciate,1,Telangana
inc-112-115cjbjp-43-47,1,Telangana
argue,1,Telangana
slammed,1,Telangana
babe,1,Telangana
wait..,1,Telangana
"""every",1,Telangana
forests,1,Telangana
data.,1,Telangana
descending,1,Telangana
#battleforstates.,1,Telangana
stations.pwds,1,Telangana
foundations,1,Telangana
whomin,1,Telangana
friend.,1,Telangana
"words""",1,Telangana
https://t.co/rk10phus2r,1,Telangana
school.,1,Telangana
bloke,1,Telangana
gujarathis,1,Telangana
7-Jun,1,Telangana
children's,1,Telangana
#voteforcar#kcrfailed,1,Telangana
https://t.co/qvjfyhoclc',1,Telangana
compunction',1,Telangana
",@trsharish'",1,Telangana
'one,1,Telangana
round--,1,Telangana
"worrier,",1,Telangana
"""t-rss""",1,Telangana
you!@ktrtrs,1,Telangana
#pse,1,Telangana
constituency.#voteforcar,1,Telangana
sewerage,1,Telangana
https://t.co/txf4iie71g',1,Telangana
"https://t.co/aa6psce2w4""",1,Telangana
energy.@cbn_army,1,Telangana
"arunachal,",1,Telangana
r.krishnayya,1,Telangana
th...it's,1,Telangana
regimental,1,Telangana
darwaza,1,Telangana
a.m.,1,Telangana
"smack""bheegey",1,Telangana
"https://t.co/pdgr6ygfx1""",1,Telangana
invincible.,1,Telangana
restrictions,1,Telangana
guaranteed..,1,Telangana
balika,1,Telangana
me...vote,1,Telangana
audience...so,1,Telangana
duty!,1,Telangana
101,1,Telangana
grandfather,1,Telangana
"b""@jaganreddy85",1,Telangana
#futureoftelangana,1,Telangana
panelists,1,Telangana
gaadu,1,Telangana
https://t.co/cutplq0bif',1,Telangana
.@yoursbhatti,1,Telangana
#telanganapollswatch,1,Telangana
https://t.co/a9neiu42sn',1,Telangana
"past,",1,Telangana
:rajasthanbjp-95-103,1,Telangana
#pinnedtweet,1,Telangana
https://t.co/qswh4o8hoh',1,Telangana
#lagadapatirajagopal#telanganawithkcr,1,Telangana
february,1,Telangana
#telangana2018',1,Telangana
@rbs1206,1,Telangana
assemblytelangana:,1,Telangana
https://t.co/mie12mrlkc',1,Telangana
#bellampalli#bodh#ibrahimpatnam#narayanapet,1,Telangana
14+/-2#telanganaelections2018,1,Telangana
https://t.co/qink3z0xmk',1,Telangana
contradictory.',1,Telangana
clutches,1,Telangana
#democracy#telanganaassemblyelections,1,Telangana
goons&amp;corrupt,1,Telangana
"b""nexttimes",1,Telangana
winning#election,1,Telangana
https://t.co/5v5zwafafd',1,Telangana
vote..!!,1,Telangana
https://t.co/soeyjlab4ielection,1,Telangana
kukatpally?#telanganaelection2018,1,Telangana
https://t.co/e949n7bjls',1,Telangana
telangana....,1,Telangana
power#voteforcar,1,Telangana
"#exitpollindiatoday""",1,Telangana
@inctelangana#telanganaelections2018#telanganawithkcr,1,Telangana
#cbnpaidsurveyexposed',1,Telangana
@kolapuri,1,Telangana
#emotional,1,Telangana
#arrogancekcr!,1,Telangana
"hunsa,",1,Telangana
youre,1,Telangana
ware,1,Telangana
#shalini,1,Telangana
manushlena...meeku,1,Telangana
romance,1,Telangana
https://t.co/v4ova9jdvk',1,Telangana
codified,1,Telangana
bhaisaab,1,Telangana
conflicts,1,Telangana
#brahmos,1,Telangana
shankarpally,1,Telangana
@hcltech,1,Telangana
https://t.co/yslqfspeqv',1,Telangana
(this),1,Telangana
"state,people",1,Telangana
indoor,1,Telangana
#project_work,1,Telangana
shameerpet,1,Telangana
https://t.co/zuf1jcnufh,1,Telangana
@sharmasupriya,1,Telangana
"b""@telugu360",1,Telangana
car.and,1,Telangana
https://t.co/u40abtmyfn',1,Telangana
https://t.co/shm9k0aq2s',1,Telangana
"kesh""#trs'",1,Telangana
benefitted.@ktrtrs,1,Telangana
skills,1,Telangana
?#kcrfailedtelangana,1,Telangana
"b""name's",1,Telangana
voting...&amp;,1,Telangana
now..@ktrtrs,1,Telangana
https://t.co/aygnfxgy3b',1,Telangana
betaabi...ben,1,Telangana
brisk,1,Telangana
https://t.co/6lrbywg46n',1,Telangana
#sarakhan,1,Telangana
chhattisgarh:,1,Telangana
#kpvivek#phirekbaarkcr,1,Telangana
4%and,1,Telangana
democracym.p,1,Telangana
justified,1,Telangana
"missing),",1,Telangana
48.09%,1,Telangana
"suresh,",1,Telangana
2#telanganaelections2018,1,Telangana
energy.#telanganaelections2018,1,Telangana
"related!""",1,Telangana
#telanganaelections.',1,Telangana
foresight.,1,Telangana
perfect.,1,Telangana
lip...,1,Telangana
shakeelall,1,Telangana
song#telanganawithkcr,1,Telangana
mtng,1,Telangana
voted..have,1,Telangana
@tselections2018,1,Telangana
@praveenreddyjm,1,Telangana
from?,1,Telangana
period.#telanganawithkcr,1,Telangana
#pelliroju,1,Telangana
#tdp#suhasini,1,Telangana
tender,1,Telangana
hydbd,1,Telangana
"yday,",1,Telangana
#tandur,1,Telangana
bul,1,Telangana
"https://t.co/wh3xsvcvhf""",1,Telangana
telangana...but,1,Telangana
https://t.co/il6msiqqc1',1,Telangana
"8-10,",1,Telangana
humbly,1,Telangana
eveeyone,1,Telangana
https://t.co/h3f7x7e5qt',1,Telangana
sisters.reasons,1,Telangana
dull,1,Telangana
https://t.co/mjmln41bme',1,Telangana
#drknarayana,1,Telangana
#congress...?',1,Telangana
al,1,Telangana
https://t.co/ii7zxq0ldp',1,Telangana
https://t.co/oxpl16xlw4#pawankalyan,1,Telangana
back-door,1,Telangana
11th1.investigate,1,Telangana
vying,1,Telangana
kompa,1,Telangana
"https://t.co/mvxbloksoc""",1,Telangana
telangana!#voteforcar,1,Telangana
ystrday,1,Telangana
inspires,1,Telangana
@raajeev_romi,1,Telangana
singe,1,Telangana
@arvindgunasekar,1,Telangana
@nandannilekani,1,Telangana
"""lagada""pati",1,Telangana
inside/outside,1,Telangana
"https://t.co/rsa1roaqhk""",1,Telangana
3acres,1,Telangana
select,1,Telangana
slang.,1,Telangana
#jumla,1,Telangana
https://t.co/9xzccthhnk',1,Telangana
mismatches,1,Telangana
ala,1,Telangana
#warriorkcr,1,Telangana
ap..,1,Telangana
https://t.co/4v7cl8pwon',1,Telangana
pulse...,1,Telangana
"part..,",1,Telangana
polls#whereismyvote,1,Telangana
memes,1,Telangana
"power,what",1,Telangana
https://t.co/ylqwr0iht3',1,Telangana
(andhra,1,Telangana
yet...just,1,Telangana
matladatam..!!,1,Telangana
dcinemasbut,1,Telangana
poll-bound,1,Telangana
https://t.co/3oy2qpdqyu',1,Telangana
musician,1,Telangana
versus,1,Telangana
#nairobi,1,Telangana
"https://t.co/n2j233bcys""",1,Telangana
throughcg,1,Telangana
https://t.co/3lfpgooqvb',1,Telangana
driver4,1,Telangana
-03#telanganaelections2018#telanganawithkcr',1,Telangana
50%-50%rj-,1,Telangana
sided.#telanganawithkcr,1,Telangana
"friends,",1,Telangana
above.@ktrtrs,1,Telangana
manifestos?just,1,Telangana
#trs07,1,Telangana
@ncbn#telanganaelection2018#telanganawithkcr',1,Telangana
committments,1,Telangana
#avinithi,1,Telangana
#telangana.#telanganawithbjpthink,1,Telangana
2018https://t.co/4fjpxcuggu#telanganaelections2018,1,Telangana
@kmruthyunjaya,1,Telangana
@targetinvesting,1,Telangana
patelian,1,Telangana
monk,1,Telangana
https://t.co/nesiqbtjcn',1,Telangana
48+7,1,Telangana
waiting...#telanganawithkcr,1,Telangana
#firekbarkcr,1,Telangana
livehttps://t.co/emzvtaebsd#telanganaelections,1,Telangana
bjp.if,1,Telangana
bhakhwas!now,1,Telangana
#telanganaelectionsevm,1,Telangana
#telangana#bjp,1,Telangana
#novotedecembercitizenship,1,Telangana
franchise:,1,Telangana
#potus,1,Telangana
viral.,1,Telangana
tensed,1,Telangana
https://t.co/0t6ou0mfbr#telanganaelections2018,1,Telangana
"#trshttps://t.co/9he9kbpcs6""",1,Telangana
son?',1,Telangana
emerged,1,Telangana
state/nation,1,Telangana
#messaging,1,Telangana
https://t.co/x0xap0wu4c,1,Telangana
4:45,1,Telangana
"(iit,",1,Telangana
/2018..@ktrtrs#telanganawithkcr,1,Telangana
antidemocracy,1,Telangana
?\r#muddagonirammohangoud,1,Telangana
60k+,1,Telangana
punished.,1,Telangana
chattigarh.,1,Telangana
"persons,",1,Telangana
"10,000",1,Telangana
https://t.co/gmmldpckyx',1,Telangana
#aajtak18,1,Telangana
#aimim-1-3,1,Telangana
