HashWord,Frequency,State
infrastructure,2,Rajasthan
https://t.co/vylwwhwgxw,2,Rajasthan
populace,2,Rajasthan
https://t.co/vypfjpwrww,2,Rajasthan
executive,2,Rajasthan
communalism,2,Rajasthan
@vikasbha,2,Rajasthan
subverted,2,Rajasthan
boast,2,Rajasthan
"aayegi,",2,Rajasthan
beware,2,Rajasthan
royal,2,Rajasthan
ample,2,Rajasthan
2010-11,2,Rajasthan
#drinks,2,Rajasthan
paid?,2,Rajasthan
@narendramodi177,2,Rajasthan
opinion.,2,Rajasthan
https://t.co/tqmbhuc02a,2,Rajasthan
#novikasonlybakwas,2,Rajasthan
reforms,2,Rajasthan
data&amp;,2,Rajasthan
divert,2,Rajasthan
this....,2,Rajasthan
applaudable,2,Rajasthan
enemy,2,Rajasthan
bear,2,Rajasthan
khan,2,Rajasthan
responded,2,Rajasthan
leader's,2,Rajasthan
difference.,2,Rajasthan
filing,2,Rajasthan
highly-charged,2,Rajasthan
march,2,Rajasthan
$60 ,2,Rajasthan
#winterdrinks,2,Rajasthan
...under,2,Rajasthan
agencies,2,Rajasthan
star,2,Rajasthan
all....,2,Rajasthan
absonant,2,Rajasthan
interesting,2,Rajasthan
"together,",2,Rajasthan
polls:,2,Rajasthan
#acchedin,2,Rajasthan
jab,2,Rajasthan
tommorow,2,Rajasthan
#selenium,2,Rajasthan
"economic,",2,Rajasthan
terrorist,2,Rajasthan
after.,2,Rajasthan
babu,2,Rajasthan
à¤¬à¤¤à¤¾à¤,2,Rajasthan
wishing,2,Rajasthan
à¤¹à¤¾à¤¥,2,Rajasthan
woes:,2,Rajasthan
@narayan94230811,2,Rajasthan
@sanjayawasthi01,2,Rajasthan
clocked,2,Rajasthan
mywoods,2,Rajasthan
conduct,2,Rajasthan
"intelligent,",2,Rajasthan
https://t.co/iuituaneyr,2,Rajasthan
front.,2,Rajasthan
https://t.co/3y1q2m1wbq,2,Rajasthan
https://t.co/0ubdpehbos,2,Rajasthan
unroll,2,Rajasthan
ð,2,Rajasthan
https,2,Rajasthan
#modinomics,2,Rajasthan
@shantiseashanti,2,Rajasthan
summit,2,Rajasthan
departments,2,Rajasthan
"appreciable,",2,Rajasthan
machinery,2,Rajasthan
unstoppable,2,Rajasthan
desires,2,Rajasthan
#merapmmeraabhimaan,2,Rajasthan
https://t.co/hgskmea4tg,2,Rajasthan
#follow,2,Rajasthan
actors,2,Rajasthan
ideology,2,Rajasthan
bhakt,2,Rajasthan
ceramic,2,Rajasthan
meal,2,Rajasthan
regret,2,Rajasthan
(black),2,Rajasthan
"campaign,",2,Rajasthan
screaming,2,Rajasthan
sharing,2,Rajasthan
#bharat,2,Rajasthan
"pm,",2,Rajasthan
minister's,2,Rajasthan
#india.,2,Rajasthan
8,2,Rajasthan
believed,2,Rajasthan
crying,2,Rajasthan
zor,2,Rajasthan
policies:,2,Rajasthan
deserve!,2,Rajasthan
"tomorrow,",2,Rajasthan
https://t.co/v9zbdiyv8f,2,Rajasthan
brain.,2,Rajasthan
"nation,",2,Rajasthan
task,2,Rajasthan
khush,2,Rajasthan
"""sat",2,Rajasthan
pre,2,Rajasthan
@sarataseer,2,Rajasthan
brother,2,Rajasthan
aanchal,2,Rajasthan
chinese,2,Rajasthan
company,2,Rajasthan
"""big",2,Rajasthan
plays,2,Rajasthan
marriages,2,Rajasthan
dvar,2,Rajasthan
ð,2,Rajasthan
vhp,2,Rajasthan
"peasant,",2,Rajasthan
@rammadhavbjp,2,Rajasthan
z10,2,Rajasthan
&gt;,2,Rajasthan
@prayag,2,Rajasthan
bodies,2,Rajasthan
https://t.co/hqecysj2ty,2,Rajasthan
abhiyan,2,Rajasthan
misleading,2,Rajasthan
à¤®à¥à¤,2,Rajasthan
pages,2,Rajasthan
notebandi.,2,Rajasthan
"news,fake",2,Rajasthan
âs,2,Rajasthan
pakodas,2,Rajasthan
assist,2,Rajasthan
sc/st,2,Rajasthan
lawmaker,2,Rajasthan
#asaram,2,Rajasthan
ecosystem,2,Rajasthan
yeh,2,Rajasthan
boosted.,2,Rajasthan
contribution,2,Rajasthan
ind:,2,Rajasthan
favourism,2,Rajasthan
chants,2,Rajasthan
guarantee,2,Rajasthan
approves,2,Rajasthan
he's,2,Rajasthan
essence,2,Rajasthan
5yrs,2,Rajasthan
tune,2,Rajasthan
demand,2,Rajasthan
2016,2,Rajasthan
certificate,2,Rajasthan
looter,2,Rajasthan
filthy,2,Rajasthan
looters,2,Rajasthan
code,2,Rajasthan
introspect,2,Rajasthan
earning,2,Rajasthan
2017,2,Rajasthan
commit,2,Rajasthan
#bhajapaphirse,2,Rajasthan
lap,2,Rajasthan
@ap_pyc,2,Rajasthan
permanent,2,Rajasthan
african,2,Rajasthan
special.,2,Rajasthan
rest,2,Rajasthan
pull,2,Rajasthan
inâ,2,Rajasthan
demolished,2,Rajasthan
work.#modirajephirse,2,Rajasthan
(not,2,Rajasthan
6500,2,Rajasthan
disease,2,Rajasthan
rajashatn,2,Rajasthan
selfie,2,Rajasthan
#aajtak18,2,Rajasthan
à¤à¤¾à¤²à¥,2,Rajasthan
https://t.co/dob6sye66l,2,Rajasthan
@timesofindia,2,Rajasthan
"debt-free,",2,Rajasthan
sabka,2,Rajasthan
seats.,2,Rajasthan
insulting,2,Rajasthan
#mizoramwithmodi,2,Rajasthan
koi,2,Rajasthan
#NAME?,2,Rajasthan
hockey,2,Rajasthan
sunil,2,Rajasthan
allocating,2,Rajasthan
"quotes,",2,Rajasthan
22,2,Rajasthan
@news18rajasthan,2,Rajasthan
@burnallwalli,2,Rajasthan
elite,2,Rajasthan
hairinstyler,2,Rajasthan
"""rajasthan",2,Rajasthan
intelligence,2,Rajasthan
comparison.,2,Rajasthan
"engineers,",2,Rajasthan
forces,2,Rajasthan
tym,2,Rajasthan
kamal,2,Rajasthan
bearers,2,Rajasthan
#mehta,2,Rajasthan
kcr,2,Rajasthan
rely,2,Rajasthan
state.....,2,Rajasthan
weddings.,2,Rajasthan
hello,2,Rajasthan
updated,2,Rajasthan
time...,2,Rajasthan
@vasundhrabjp,2,Rajasthan
@rahulkanwal,2,Rajasthan
#gdp,2,Rajasthan
anymore.,2,Rajasthan
percentage,2,Rajasthan
"them,",2,Rajasthan
hundred,2,Rajasthan
everafter,2,Rajasthan
often,2,Rajasthan
115,2,Rajasthan
"25,000+",2,Rajasthan
pakistani,2,Rajasthan
conference,2,Rajasthan
kismat,2,Rajasthan
curl,2,Rajasthan
here's,2,Rajasthan
@harishk04131926,2,Rajasthan
job!,2,Rajasthan
#bjprajasthan,2,Rajasthan
delay,2,Rajasthan
gyan,2,Rajasthan
ð¤£,2,Rajasthan
objective.,2,Rajasthan
haal,2,Rajasthan
promising,2,Rajasthan
@mattarhegde,2,Rajasthan
watchmen,2,Rajasthan
de---,2,Rajasthan
yup,2,Rajasthan
betterment.,2,Rajasthan
@zeerajasthan_,2,Rajasthan
technology.,2,Rajasthan
dismal,2,Rajasthan
launches,2,Rajasthan
maintained,2,Rajasthan
#kisanmuktimarch,2,Rajasthan
affecting,2,Rajasthan
fullfill,2,Rajasthan
remind,2,Rajasthan
glimpses,2,Rajasthan
excess,2,Rajasthan
secondry,2,Rajasthan
lord,2,Rajasthan
brigh,2,Rajasthan
oh,2,Rajasthan
tilt,2,Rajasthan
equally,2,Rajasthan
à¤¹à¥à¤,2,Rajasthan
milega,2,Rajasthan
"mp,",2,Rajasthan
quite,2,Rajasthan
laws,2,Rajasthan
ð¤£ð¤£,2,Rajasthan
control.,2,Rajasthan
trend.,2,Rajasthan
bhakti,2,Rajasthan
maharani's,2,Rajasthan
ads,2,Rajasthan
#sabarimala,2,Rajasthan
misbehaviors,2,Rajasthan
rigged):,2,Rajasthan
"""hinduphobia"".",2,Rajasthan
bent,2,Rajasthan
#twerk,2,Rajasthan
betting,2,Rajasthan
drums,2,Rajasthan
@dna,2,Rajasthan
electrification,2,Rajasthan
7:30pm,2,Rajasthan
sunday,2,Rajasthan
yoth,2,Rajasthan
grain,2,Rajasthan
"youngsters,",2,Rajasthan
https://t.co/mhx2pg3dyj,2,Rajasthan
schedule,2,Rajasthan
yr,2,Rajasthan
kudus,2,Rajasthan
base,2,Rajasthan
november-2018*,2,Rajasthan
@omarabdullah,2,Rajasthan
#exitpollonnews24,2,Rajasthan
agrarian,2,Rajasthan
currently,2,Rajasthan
sexually,2,Rajasthan
hastag,2,Rajasthan
contest,2,Rajasthan
authority,2,Rajasthan
height.,2,Rajasthan
#violationoffundamentalrights,2,Rajasthan
$5 ,2,Rajasthan
pity,2,Rajasthan
"dear,",2,Rajasthan
racket,2,Rajasthan
series,2,Rajasthan
https://t.co/peavvv5ehv,2,Rajasthan
probe:cong,2,Rajasthan
guidance,2,Rajasthan
#à¤à¤¾à¤à¤à¥à¤°à¥à¤¸_à¤_à¤°à¤¹à¥_à¤¹à¥à¤,2,Rajasthan
beeb,2,Rajasthan
steer,2,Rajasthan
them...so,2,Rajasthan
#banevm,2,Rajasthan
deceived,2,Rajasthan
#quotes,2,Rajasthan
singapore,2,Rajasthan
humanity,2,Rajasthan
difficult,2,Rajasthan
"entrepreneurs,",2,Rajasthan
@akhterh007007,2,Rajasthan
waves,2,Rajasthan
"joseph""",2,Rajasthan
rajasthanis,2,Rajasthan
meaning,2,Rajasthan
additional,2,Rajasthan
tool,2,Rajasthan
#bengaluru,2,Rajasthan
https://t.co/at6shm6dwe,2,Rajasthan
surplus,2,Rajasthan
à¤à¤¾à¤à¤à¥à¤°à¥à¤¸,2,Rajasthan
â£ï¸,2,Rajasthan
scope,2,Rajasthan
rampant,2,Rajasthan
@dramsinghvi,2,Rajasthan
creates,2,Rajasthan
#modigovt,2,Rajasthan
whne,2,Rajasthan
@piyushgoyal,2,Rajasthan
selfless,2,Rajasthan
"support,unlimited",2,Rajasthan
@aljokjoseph,2,Rajasthan
ways,2,Rajasthan
ad,2,Rajasthan
@saurabhtop,2,Rajasthan
wrangler,2,Rajasthan
adarsh,2,Rajasthan
combination,2,Rajasthan
@arvindmrhg,2,Rajasthan
enrolled,2,Rajasthan
saath,2,Rajasthan
exchange,2,Rajasthan
farewell,2,Rajasthan
beter,2,Rajasthan
netted;,2,Rajasthan
sell,2,Rajasthan
14,2,Rajasthan
lodging,2,Rajasthan
tdipar,2,Rajasthan
excellence,2,Rajasthan
biased,2,Rajasthan
bajrang,2,Rajasthan
state.ðð,2,Rajasthan
moreover,2,Rajasthan
frames,2,Rajasthan
here:,2,Rajasthan
no.1ð,2,Rajasthan
#vikas,2,Rajasthan
...........ur,2,Rajasthan
democracy.,2,Rajasthan
2018:00:00,2,Rajasthan
modirajephirse,2,Rajasthan
karyakartas,2,Rajasthan
thumping,2,Rajasthan
congress',2,Rajasthan
..........advance,2,Rajasthan
https://t.co/hdlllgx7oz,2,Rajasthan
screwed,2,Rajasthan
seeing,2,Rajasthan
chhattisgarh,2,Rajasthan
detained,2,Rajasthan
gold,2,Rajasthan
kaam,2,Rajasthan
#evms,2,Rajasthan
ayodhya,2,Rajasthan
bad.,2,Rajasthan
neglected,2,Rajasthan
#sidhupakhero,2,Rajasthan
karyakarta,2,Rajasthan
sorry,2,Rajasthan
@digvijaya_28,2,Rajasthan
wedding,2,Rajasthan
loosing,2,Rajasthan
@ethirajans,2,Rajasthan
humble,2,Rajasthan
#rajasthanassembly.,2,Rajasthan
https://t.co/zmfj82jn0e,2,Rajasthan
here.,2,Rajasthan
#rahulgandhichaprasihai,2,Rajasthan
bless,2,Rajasthan
agreed,2,Rajasthan
"rajasthanis,",2,Rajasthan
"[â¦]""",2,Rajasthan
there.,2,Rajasthan
completed,2,Rajasthan
ðð,2,Rajasthan
incumbent,2,Rajasthan
true.,2,Rajasthan
priyanka,2,Rajasthan
#meizuindia,2,Rajasthan
honourable,2,Rajasthan
"fisheries,",2,Rajasthan
articulating,2,Rajasthan
18,2,Rajasthan
behind,2,Rajasthan
samsung,2,Rajasthan
https://t.co/vof7xwma1t,2,Rajasthan
@x_ray_king254,2,Rajasthan
jai',2,Rajasthan
#nueben,2,Rajasthan
thousand,2,Rajasthan
flipkart,2,Rajasthan
marwaris,2,Rajasthan
birla,2,Rajasthan
fish,2,Rajasthan
electroneum,2,Rajasthan
11th.,2,Rajasthan
hide,2,Rajasthan
clear.,2,Rajasthan
ðcongress,2,Rajasthan
development/education/security,2,Rajasthan
"video,",2,Rajasthan
"freebies,",2,Rajasthan
tunes,2,Rajasthan
minorities,2,Rajasthan
thatâs,2,Rajasthan
doubled,2,Rajasthan
banning,2,Rajasthan
girl's,2,Rajasthan
à¤¤à¥,2,Rajasthan
harsher,2,Rajasthan
october,2,Rajasthan
bonus.,2,Rajasthan
joined,2,Rajasthan
à¤à¤¯,2,Rajasthan
@puneetvizh,2,Rajasthan
#loved,2,Rajasthan
believing,2,Rajasthan
vasundra,2,Rajasthan
circulated,2,Rajasthan
election:,2,Rajasthan
130,2,Rajasthan
irony,2,Rajasthan
#piyushgoyal,2,Rajasthan
raksha,2,Rajasthan
risk,2,Rajasthan
15l,2,Rajasthan
desire,2,Rajasthan
moot,2,Rajasthan
"2015,",2,Rajasthan
cancelled,2,Rajasthan
referring,2,Rajasthan
135,2,Rajasthan
gandhiâs,2,Rajasthan
https://t.co/i0d6xwyhgh,2,Rajasthan
sharad,2,Rajasthan
worthy,2,Rajasthan
(,2,Rajasthan
assigned,2,Rajasthan
@vijayarahatkar,2,Rajasthan
https://t.co/crwyojvvcw,2,Rajasthan
"ground,",2,Rajasthan
worry.,2,Rajasthan
character,2,Rajasthan
careers,2,Rajasthan
aisa,2,Rajasthan
it..,2,Rajasthan
#issaqbaazioutnow,2,Rajasthan
chot,2,Rajasthan
again...beacuse,2,Rajasthan
come.,2,Rajasthan
#aankhmarey,2,Rajasthan
*#jhoothpechot_sachpevote*:,2,Rajasthan
approached,2,Rajasthan
red,2,Rajasthan
https://t.co/qcidd47nba,2,Rajasthan
todayâs,2,Rajasthan
"men,",2,Rajasthan
ignorant,2,Rajasthan
rajasthan;,2,Rajasthan
media.,2,Rajasthan
eachâ,2,Rajasthan
absolutely..,2,Rajasthan
leaked,2,Rajasthan
ghana,2,Rajasthan
demonetization,2,Rajasthan
hoga,2,Rajasthan
"1992,",2,Rajasthan
negativity,2,Rajasthan
slain,2,Rajasthan
seventhâ,2,Rajasthan
accha,2,Rajasthan
compatriots,2,Rajasthan
officers,2,Rajasthan
paid.,2,Rajasthan
suddenly,2,Rajasthan
fakery,2,Rajasthan
urge,2,Rajasthan
coruption,2,Rajasthan
crystal,2,Rajasthan
110,2,Rajasthan
demonetisation:,2,Rajasthan
@bhupendrachaube,2,Rajasthan
anjana,2,Rajasthan
"capabilities,",2,Rajasthan
shot,2,Rajasthan
$5),2,Rajasthan
punishment,2,Rajasthan
#kcr,2,Rajasthan
gau,2,Rajasthan
ed,2,Rajasthan
"case,",2,Rajasthan
#dharwad,2,Rajasthan
kmph,2,Rajasthan
@vipininc,2,Rajasthan
urban,2,Rajasthan
#moditalksnocando,2,Rajasthan
"""narendra",2,Rajasthan
ready.,2,Rajasthan
imitation,2,Rajasthan
tirelessly,2,Rajasthan
corporates.,2,Rajasthan
bazaarâs,2,Rajasthan
@modiledubega,2,Rajasthan
cheese,2,Rajasthan
65,2,Rajasthan
3),2,Rajasthan
collections,2,Rajasthan
#arvindkejriwalwantstokillmanojtiwari,2,Rajasthan
apart,2,Rajasthan
country?,2,Rajasthan
die,2,Rajasthan
#instagram,2,Rajasthan
https://t.co/yqfgjiqu8z,2,Rajasthan
1000,2,Rajasthan
yoy,2,Rajasthan
indradhanushâ,2,Rajasthan
depend,2,Rajasthan
putting,2,Rajasthan
empowerment...,2,Rajasthan
employment/,2,Rajasthan
85,2,Rajasthan
doctors.,2,Rajasthan
sidhu's,2,Rajasthan
milan,2,Rajasthan
@bjp4udupi,2,Rajasthan
everyone..,2,Rajasthan
developer.,2,Rajasthan
gang,2,Rajasthan
#vasundhraraje,2,Rajasthan
extradition,2,Rajasthan
#arvindkejriwal,2,Rajasthan
cent,2,Rajasthan
shop,2,Rajasthan
@hindustanse,2,Rajasthan
@jagdishshetty,2,Rajasthan
prescribing,2,Rajasthan
gali,2,Rajasthan
#health,2,Rajasthan
#mandirwahinbanayenge,2,Rajasthan
habit,2,Rajasthan
tables,2,Rajasthan
"pakistan,",2,Rajasthan
rajashthan's,2,Rajasthan
shobha,2,Rajasthan
rajashthan.,2,Rajasthan
popularilty,2,Rajasthan
childrens',2,Rajasthan
mandal,2,Rajasthan
tonk,2,Rajasthan
local,2,Rajasthan
wiped,2,Rajasthan
#jawaharlalnehru,2,Rajasthan
à¤¨à¤¹à¥,2,Rajasthan
ideas,2,Rajasthan
hitting,2,Rajasthan
@ebullientmind,2,Rajasthan
light.,2,Rajasthan
hoping,2,Rajasthan
dalai,2,Rajasthan
https://t.co/jp1jhjrbaz,2,Rajasthan
world's,2,Rajasthan
dedeâ,2,Rajasthan
paintings,2,Rajasthan
@dn_thakur_ji,2,Rajasthan
#bjpwinningmp2018,2,Rajasthan
quick,2,Rajasthan
power..her,2,Rajasthan
"true,",2,Rajasthan
"country,",2,Rajasthan
"bribes,",2,Rajasthan
italy,2,Rajasthan
promoting,2,Rajasthan
cause,2,Rajasthan
agnst,2,Rajasthan
#hinduism,2,Rajasthan
isâ¡ï¸,2,Rajasthan
sounds,2,Rajasthan
2017-18.,2,Rajasthan
shree,2,Rajasthan
casting,2,Rajasthan
"gandhi,",2,Rajasthan
@vivekagnihotri,2,Rajasthan
#electionsonmyplate,2,Rajasthan
time..,2,Rajasthan
teacher,2,Rajasthan
feature,2,Rajasthan
malpractices.,2,Rajasthan
lever,2,Rajasthan
concerns,2,Rajasthan
yesterday,2,Rajasthan
@aamaadmiparty,2,Rajasthan
rome,2,Rajasthan
procure,2,Rajasthan
http,2,Rajasthan
cec,2,Rajasthan
applicable,2,Rajasthan
nota,2,Rajasthan
#altcoins,2,Rajasthan
"then,",2,Rajasthan
advantage.,2,Rajasthan
à¤à¥à¤¯à¤¾,2,Rajasthan
type,2,Rajasthan
telangana's,2,Rajasthan
"35a,",2,Rajasthan
meri,2,Rajasthan
fulfil,2,Rajasthan
implementing,2,Rajasthan
"only,",2,Rajasthan
nakhara,2,Rajasthan
https://t.co/excdn3kclh,2,Rajasthan
@akshaykumar,2,Rajasthan
appeasement,2,Rajasthan
calls,2,Rajasthan
hanumangarh,2,Rajasthan
hang,2,Rajasthan
probably,2,Rajasthan
schooling,2,Rajasthan
@damananddiupmc,2,Rajasthan
ððð,2,Rajasthan
"westland,",2,Rajasthan
defaming,2,Rajasthan
accounts.,2,Rajasthan
pocso.,2,Rajasthan
https://t.co/c2zxpcrxhn,2,Rajasthan
continuation,2,Rajasthan
lower,2,Rajasthan
https://t.co/jh1bwr9ivx,2,Rajasthan
seriously,2,Rajasthan
@thelallantop,2,Rajasthan
#ekbaarphirsemodidilse,2,Rajasthan
"excessive,",2,Rajasthan
factors,2,Rajasthan
@badri4bjp,2,Rajasthan
diesel,2,Rajasthan
journal,2,Rajasthan
"bravery,",2,Rajasthan
#modibestpm,2,Rajasthan
described,2,Rajasthan
resolve,2,Rajasthan
businesses,2,Rajasthan
near,2,Rajasthan
@shoaibdaniyal,2,Rajasthan
1),2,Rajasthan
brings,2,Rajasthan
à¤°à¤¾à¤¹à¥à¤²,2,Rajasthan
garibi,2,Rajasthan
taklaaa,2,Rajasthan
while.,2,Rajasthan
"tourism,",2,Rajasthan
questioned,2,Rajasthan
ashamed,2,Rajasthan
#khaandhanichorrahul,2,Rajasthan
"roadways,",2,Rajasthan
extradited,2,Rajasthan
crowds,2,Rajasthan
poors,2,Rajasthan
transport,2,Rajasthan
worries,2,Rajasthan
à¤®à¥à¤,2,Rajasthan
https://t.co/v4cbegib6h,2,Rajasthan
kartarpur,2,Rajasthan
anurag,2,Rajasthan
waveoff,2,Rajasthan
deeply,2,Rajasthan
#presstitutes,2,Rajasthan
sometimes,2,Rajasthan
"field,",2,Rajasthan
https://t.co/as2zad8vrv,2,Rajasthan
piechasi,2,Rajasthan
hindu-muslim,2,Rajasthan
number.,2,Rajasthan
actions,2,Rajasthan
sms,2,Rajasthan
"gautankvad,",2,Rajasthan
nothing!,2,Rajasthan
à¤­à¤¾à¤°à¤¤,2,Rajasthan
"hinduism,",2,Rajasthan
legendary,2,Rajasthan
"go,",2,Rajasthan
manmohan,2,Rajasthan
reaches,2,Rajasthan
retiring,2,Rajasthan
bollywood,2,Rajasthan
fast,2,Rajasthan
ethics.,2,Rajasthan
hostel,2,Rajasthan
clarity,2,Rajasthan
rain,2,Rajasthan
country...so,2,Rajasthan
acted,2,Rajasthan
"""aljo",2,Rajasthan
right.,2,Rajasthan
#à¤°à¤¾à¤à¤¸à¥à¤¥à¤¾à¤¨_à¤¹à¥_à¤¬à¤¦à¤²à¤¾à¤µ_à¤à¤°,2,Rajasthan
1715,2,Rajasthan
solidify,2,Rajasthan
@kiranmartis9,2,Rajasthan
sang,2,Rajasthan
mum,2,Rajasthan
richest,2,Rajasthan
frequent,2,Rajasthan
https://t.co/cuekgxpeoo,2,Rajasthan
dwar,2,Rajasthan
#nickyankawedding,2,Rajasthan
scam..,2,Rajasthan
who's,2,Rajasthan
figure,2,Rajasthan
court.,2,Rajasthan
(when,2,Rajasthan
"act,",2,Rajasthan
incompetent,2,Rajasthan
manpower,2,Rajasthan
@opindia_com,2,Rajasthan
badal,2,Rajasthan
#mallyaverdict,2,Rajasthan
century,2,Rajasthan
",bjp",2,Rajasthan
abt,2,Rajasthan
reduce,2,Rajasthan
dairy,2,Rajasthan
50/,2,Rajasthan
"over,",2,Rajasthan
ð,2,Rajasthan
https://t.co/jykppvyvdz,2,Rajasthan
@narendramodi's,2,Rajasthan
wore,2,Rajasthan
established.,2,Rajasthan
#à¤°à¤¾à¤à¤¸à¥à¤¥à¤¾à¤¨,2,Rajasthan
duplicity,2,Rajasthan
"words,",2,Rajasthan
cylinder,2,Rajasthan
$etn,2,Rajasthan
office!,2,Rajasthan
years.!,2,Rajasthan
party..it's,2,Rajasthan
each.,2,Rajasthan
#deepveerreception,2,Rajasthan
"badlav,",2,Rajasthan
whoâll,2,Rajasthan
janeudhari,2,Rajasthan
toh,2,Rajasthan
waivers?,2,Rajasthan
supervision,2,Rajasthan
parley,2,Rajasthan
prasoota,2,Rajasthan
"videos,fake",2,Rajasthan
@shobhabjp,2,Rajasthan
fantasy,2,Rajasthan
welcoming,2,Rajasthan
kurta.,2,Rajasthan
@ajaymaken,2,Rajasthan
"rapes,",2,Rajasthan
#travel,2,Rajasthan
hypocrite,2,Rajasthan
veteran,2,Rajasthan
subject,2,Rajasthan
29,2,Rajasthan
cancer,2,Rajasthan
"courts,",2,Rajasthan
doesnt,2,Rajasthan
#indiannavy,2,Rajasthan
gud,2,Rajasthan
rout,2,Rajasthan
"found,",2,Rajasthan
"schools,",2,Rajasthan
chopper,2,Rajasthan
"telangana,",2,Rajasthan
sudden,2,Rajasthan
delhi,2,Rajasthan
movement,2,Rajasthan
camps,2,Rajasthan
policy.,2,Rajasthan
on...,2,Rajasthan
emitras,2,Rajasthan
education.,2,Rajasthan
https://t.co/yaogaphgw6,2,Rajasthan
defending,2,Rajasthan
@incrajasthan1,2,Rajasthan
@_pallavighosh,2,Rajasthan
poll:,2,Rajasthan
claimed,2,Rajasthan
'bharat,2,Rajasthan
entrance,2,Rajasthan
people.....,2,Rajasthan
kare,2,Rajasthan
rendering,2,Rajasthan
135+,2,Rajasthan
#electioncommission,2,Rajasthan
à¤à¤¾,2,Rajasthan
"90-95,",2,Rajasthan
"other,",2,Rajasthan
buy,2,Rajasthan
#hindutva,2,Rajasthan
#cbi,2,Rajasthan
politicsð,2,Rajasthan
jnu,2,Rajasthan
"regime,",2,Rajasthan
https://t.co/ohobgucclo,2,Rajasthan
east,2,Rajasthan
sectors.,2,Rajasthan
"suit,",2,Rajasthan
"govt.""",2,Rajasthan
@gr8roma,2,Rajasthan
cameroon.,2,Rajasthan
picture,2,Rajasthan
non-behavioral,2,Rajasthan
waivers,2,Rajasthan
durbari,2,Rajasthan
bol,2,Rajasthan
"30,000",2,Rajasthan
https://t.co/eebzcorki2,2,Rajasthan
banks,2,Rajasthan
@priyadutt_inc,2,Rajasthan
bit,2,Rajasthan
played,2,Rajasthan
lalit,2,Rajasthan
wouldnât,2,Rajasthan
capturing,2,Rajasthan
frank,2,Rajasthan
asymmetry,2,Rajasthan
choice.,2,Rajasthan
announced,2,Rajasthan
caption,2,Rajasthan
blackberry,2,Rajasthan
https://t.co/yzexhtlzpq,2,Rajasthan
"unrest,",2,Rajasthan
#kartichidambaram4tn,2,Rajasthan
agenda,2,Rajasthan
maybe,2,Rajasthan
shine,2,Rajasthan
acre,2,Rajasthan
...hindus,2,Rajasthan
"case;-""",2,Rajasthan
spoon,2,Rajasthan
lakhof,2,Rajasthan
videos,2,Rajasthan
sensibly,2,Rajasthan
version,2,Rajasthan
iyc,2,Rajasthan
kumbhakarna,2,Rajasthan
obviously,2,Rajasthan
#ourmodidelivers,2,Rajasthan
#lifestyle,2,Rajasthan
dissapointing.,2,Rajasthan
radcliffe,2,Rajasthan
https://t.co/e3g7et3lyw,2,Rajasthan
travelling,2,Rajasthan
grow.â,2,Rajasthan
panchayats,2,Rajasthan
aiims,2,Rajasthan
trials,2,Rajasthan
egypt,2,Rajasthan
@tharoorian_inc,2,Rajasthan
realised,2,Rajasthan
marketing,2,Rajasthan
government.!,2,Rajasthan
#questions,2,Rajasthan
projecting,2,Rajasthan
https://t.co/ikqthimiuk,2,Rajasthan
jobs.@vasundharabjp,2,Rajasthan
@_sabanaqvi,2,Rajasthan
@isanjuktap,2,Rajasthan
backward,2,Rajasthan
#indianarmy,2,Rajasthan
"forts,",2,Rajasthan
bharatiya,2,Rajasthan
increasing,2,Rajasthan
@bjp4telangana,2,Rajasthan
interest,2,Rajasthan
power.!,2,Rajasthan
offenses,2,Rajasthan
141,2,Rajasthan
#saffrontelangana,2,Rajasthan
#shivsena,2,Rajasthan
mess,2,Rajasthan
hurting,2,Rajasthan
speed,2,Rajasthan
comprehended,2,Rajasthan
followers,2,Rajasthan
absolute,2,Rajasthan
governance.the,2,Rajasthan
bapu,2,Rajasthan
"#rajasthan,",2,Rajasthan
jansampark,2,Rajasthan
failure.,2,Rajasthan
https://t.co/5rq8jhydzf,2,Rajasthan
@withpgv,2,Rajasthan
slogan,2,Rajasthan
"fake,",2,Rajasthan
fiftyâ,2,Rajasthan
@srinivasiyc,2,Rajasthan
surat,2,Rajasthan
pune,2,Rajasthan
"""delhi",2,Rajasthan
#dmk,2,Rajasthan
developnent,2,Rajasthan
"lawyers,",2,Rajasthan
yadav,2,Rajasthan
#2point0,2,Rajasthan
failures,2,Rajasthan
hindus.,2,Rajasthan
constituency.,2,Rajasthan
harsh,2,Rajasthan
ðð,2,Rajasthan
kg,2,Rajasthan
guarantee.,2,Rajasthan
.@rahulgandhi,2,Rajasthan
batter,2,Rajasthan
jumalað,2,Rajasthan
kam,2,Rajasthan
slaughter,2,Rajasthan
56,2,Rajasthan
likely,2,Rajasthan
nri,2,Rajasthan
6332,2,Rajasthan
award,2,Rajasthan
dega,2,Rajasthan
transformed,2,Rajasthan
#exitpolls2018,2,Rajasthan
tweeps,2,Rajasthan
represents,2,Rajasthan
"also,",2,Rajasthan
official,2,Rajasthan
https://t.co/lhk2fcixlx,2,Rajasthan
ji...,2,Rajasthan
rajastan,2,Rajasthan
"maharani,",2,Rajasthan
recognition,2,Rajasthan
raised,2,Rajasthan
#votefordevelopment,2,Rajasthan
#viratkohli,2,Rajasthan
aaya,2,Rajasthan
solely,2,Rajasthan
skills,2,Rajasthan
#ranveerdeepika,2,Rajasthan
silver,2,Rajasthan
